FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,LAT,LON
1418958,Nitrof Point,Cape,AK,2,Aleutians West (CA),16,51.2194444,-179.1213889
1418411,Chandris Cove,Bay,AK,2,Aleutians West (CA),16,51.2425,-179.1411111
1418803,Knob Point,Cape,AK,2,Aleutians West (CA),16,51.2522222,-179.0613889
1419414,Ulva Cove,Bay,AK,2,Aleutians West (CA),16,51.2580556,-179.0722222
1418136,Amatignak Island,Island,AK,2,Aleutians West (CA),16,51.2622222,-179.1086111
1418503,Dome Rock,Island,AK,2,Aleutians West (CA),16,51.3002778,-179.1188889
1419408,Ulak Pass,Channel,AK,2,Aleutians West (CA),16,51.3013889,-179.0455556
1418665,Hasgox Point,Cape,AK,2,Aleutians West (CA),16,51.3108333,-178.9866667
1418494,Dinkum Point,Cape,AK,2,Aleutians West (CA),16,51.3411111,-178.9091667
1419022,Patton Cove,Bay,AK,2,Aleutians West (CA),16,51.3427778,-178.9494444
1416176,Grampus Point,Cape,AK,2,Aleutians West (CA),16,51.3516667,179.2380556
1419329,Tanadak Island,Island,AK,2,Aleutians West (CA),16,51.3541667,-179.0161111
1416281,Omega Point,Cape,AK,2,Aleutians West (CA),16,51.3588889,179.3936111
2585469,Tanasux,Island,AK,2,Aleutians West (CA),16,51.3597222,179.1983333
1416327,Sea Otter Rock,Island,AK,2,Aleutians West (CA),16,51.3602778,179.4930556
1416295,Pillow Point,Cape,AK,2,Aleutians West (CA),16,51.3611111,179.3230556
1416316,Saint Makarius Point,Cape,AK,2,Aleutians West (CA),16,51.3613889,179.2180556
1416343,South Bight,Bay,AK,2,Aleutians West (CA),16,51.3644444,179.3744444
1419406,Ulak Island,Island,AK,2,Aleutians West (CA),16,51.365,-178.9472222
1416297,Pluton Cove,Bay,AK,2,Aleutians West (CA),16,51.3666667,179.4363889
1419081,Pratt Cove,Bay,AK,2,Aleutians West (CA),16,51.3666667,-178.9863889
1868009,Long Lake,Lake,AK,2,Aleutians West (CA),16,51.3697222,179.2680556
1416151,East Cape,Cape,AK,2,Aleutians West (CA),16,51.3730556,179.4583333
1416233,Makarius Bay,Bay,AK,2,Aleutians West (CA),16,51.3825,179.21
1401095,Delarof Islands,Island,AK,2,Aleutians West (CA),16,51.3869444,-178.9630556
1416270,North Bight,Bay,AK,2,Aleutians West (CA),16,51.3913889,179.4175
1419775,Jones Lake,Lake,AK,2,Aleutians West (CA),16,51.3986111,179.2544444
1416135,Constantine Point,Cape,AK,2,Aleutians West (CA),16,51.4002778,179.3469444
1416134,Constantine Harbor,Bay,AK,2,Aleutians West (CA),16,51.4030556,179.2969444
1866923,Jones Creek,Stream,AK,2,Aleutians West (CA),16,51.4033333,179.2755556
1877323,Whale Cove,Bay,AK,2,Aleutians West (CA),16,51.405,179.3555556
1416194,Ivakin Point,Cape,AK,2,Aleutians West (CA),16,51.4069444,179.3936111
1419776,Kirilof Wharf,Locale,AK,2,Aleutians West (CA),16,51.4083333,179.2916667
1416128,Clam Point,Cape,AK,2,Aleutians West (CA),16,51.4094444,179.1619444
1865632,Duck Cove,Bay,AK,2,Aleutians West (CA),16,51.4138889,179.1583333
1416206,Kirilof Point,Cape,AK,2,Aleutians West (CA),16,51.415,179.2877778
1416127,Clam Bay,Bay,AK,2,Aleutians West (CA),16,51.4158333,179.1533333
1419643,Rifle Range Point,Cape,AK,2,Aleutians West (CA),16,51.4158333,179.1916667
1877227,Stone Beach Cove,Bay,AK,2,Aleutians West (CA),16,51.4166667,179.2333333
1416205,Kirilof Bay,Bay,AK,2,Aleutians West (CA),16,51.4180556,179.2566667
1419655,Duk Cove,Bay,AK,2,Aleutians West (CA),16,51.4180556,179.1416667
1877204,Silver Salmon Lake,Lake,AK,2,Aleutians West (CA),16,51.4227778,179.2186111
1416091,Bat Island,Island,AK,2,Aleutians West (CA),16,51.4272222,179.2383333
1875777,Quonset Lake,Lake,AK,2,Aleutians West (CA),16,51.4325,-179.1847222
1877276,Ultra Creek,Stream,AK,2,Aleutians West (CA),16,51.4352778,179.1069444
1419642,Cyril Cove,Bay,AK,2,Aleutians West (CA),16,51.4494444,179.2172222
1854237,Bridge Creek,Stream,AK,2,Aleutians West (CA),16,51.4516667,179.1905556
1416350,Square Bay,Bay,AK,2,Aleutians West (CA),16,51.4519444,179.1975
2585470,Hanitxux,Lake,AK,2,Aleutians West (CA),16,51.4555556,179.1794444
1416140,Crown Reefer Point,Cape,AK,2,Aleutians West (CA),16,51.4663889,179.1863889
1877261,Teal Creek,Stream,AK,2,Aleutians West (CA),16,51.4686111,179.0558333
1868024,Mex Island,Island,AK,2,Aleutians West (CA),16,51.4738889,179.0319444
1418717,Ilak Island,Island,AK,2,Aleutians West (CA),16,51.4777778,-178.2872222
1416090,Banjo Point,Cape,AK,2,Aleutians West (CA),16,51.4783333,179.1325
2582429,Uchixsax,Island,AK,2,Aleutians West (CA),16,51.4786111,-178.3069444
1877327,White Alice Creek,Stream,AK,2,Aleutians West (CA),16,51.4791667,179.1272222
1418634,Gramp Rock,Island,AK,2,Aleutians West (CA),16,51.485,-178.3480556
1877190,Sand Beach Cove,Bay,AK,2,Aleutians West (CA),16,51.4861111,179.1111111
1416291,Petrel Point,Cape,AK,2,Aleutians West (CA),16,51.4933333,179.0916667
1865641,Emerald Lake,Lake,AK,2,Aleutians West (CA),16,51.495,179.0611111
1416162,Falls Creek,Stream,AK,2,Aleutians West (CA),16,51.5019444,179.0130556
1416326,Sea Otter Point,Cape,AK,2,Aleutians West (CA),16,51.5219444,179.055
1416222,Limpet Creek,Stream,AK,2,Aleutians West (CA),16,51.5266667,178.9708333
1416131,Column Rocks,Island,AK,2,Aleutians West (CA),16,51.5388889,178.8188889
1416078,Amchitka Island,Island,AK,2,Aleutians West (CA),16,51.5422222,178.9833333
2582439,Qungagix,Cape,AK,2,Aleutians West (CA),16,51.5433333,-178.8194444
1854178,Andesite Point,Cape,AK,2,Aleutians West (CA),16,51.5458333,178.9161111
2582437,Kaadax,Cape,AK,2,Aleutians West (CA),16,51.5466667,-178.7361111
1416169,Fumarole Cove,Bay,AK,2,Aleutians West (CA),16,51.5541667,178.9033333
1418778,Kavalga Island,Island,AK,2,Aleutians West (CA),16,51.5552778,-178.8019444
1419319,Tag Islands,Island,AK,2,Aleutians West (CA),16,51.5569444,-178.5725
2582438,Hayux,Bay,AK,2,Aleutians West (CA),16,51.5569444,-178.7513889
1418495,Dinkum Rocks,Island,AK,2,Aleutians West (CA),16,51.5608333,-179.0672222
1866427,Fumarole Valley,Valley,AK,2,Aleutians West (CA),16,51.5611111,178.8972222
1419203,Sea Otter Pass,Channel,AK,2,Aleutians West (CA),16,51.5638889,-178.7277778
1416319,Sandy Cove,Bay,AK,2,Aleutians West (CA),16,51.5647222,178.8755556
1866932,Amchitka,Populated Place,AK,2,Aleutians West (CA),16,51.5672222,178.8775
1416388,Windy Island,Island,AK,2,Aleutians West (CA),16,51.5675,178.7838889
2582436,Hmatax,Island,AK,2,Aleutians West (CA),16,51.5688889,-178.6827778
1416109,Buoy Point,Cape,AK,2,Aleutians West (CA),16,51.5691667,178.8577778
1867999,Landslide Cove,Bay,AK,2,Aleutians West (CA),16,51.5722222,178.9897222
2582440,Husanax,Cape,AK,2,Aleutians West (CA),16,51.5752778,-178.8583333
1416289,Peregrine Point,Cape,AK,2,Aleutians West (CA),16,51.5755556,178.9861111
2582435,Haadgux,Island,AK,2,Aleutians West (CA),16,51.5758333,-178.7247222
1419427,Unalga Island,Island,AK,2,Aleutians West (CA),16,51.5802778,-179.0458333
1416122,Chitka Point,Cape,AK,2,Aleutians West (CA),16,51.5825,178.9888889
1419404,Ugidak Island,Island,AK,2,Aleutians West (CA),16,51.5825,-178.5077778
2582432,Chikisas,Cape,AK,2,Aleutians West (CA),16,51.5825,-178.5933333
1868010,Low Bluff,Cape,AK,2,Aleutians West (CA),16,51.5833333,178.9833333
1418991,Ogliuga Pass,Channel,AK,2,Aleutians West (CA),16,51.5844444,-178.6916667
2582431,Qaxsadax,Bay,AK,2,Aleutians West (CA),16,51.585,-178.5877778
1416337,Signal Cove,Bay,AK,2,Aleutians West (CA),16,51.5869444,178.7569444
2582433,Buukuchum-yaaga,Cape,AK,2,Aleutians West (CA),16,51.5888889,-178.6763889
1418381,Cape Yakak,Cape,AK,2,Aleutians West (CA),16,51.5919444,-176.9416667
1416130,Column Ridge,Ridge,AK,2,Aleutians West (CA),16,51.5922222,178.785
1416121,Chitka Cove,Bay,AK,2,Aleutians West (CA),16,51.5961111,178.9397222
1416314,Rim Point,Cape,AK,2,Aleutians West (CA),16,51.5972222,178.7027778
1419253,Skagul Island,Island,AK,2,Aleutians West (CA),16,51.5975,-178.5880556
1418676,Herd Rock,Bar,AK,2,Aleutians West (CA),16,51.5977778,-177.9375
1418362,Cape Sasmik,Cape,AK,2,Aleutians West (CA),16,51.6,-177.9088889
1865589,Chitka Ridge,Ridge,AK,2,Aleutians West (CA),16,51.6,-178.8972222
1419254,Skagul Pass,Channel,AK,2,Aleutians West (CA),16,51.6011111,-178.6180556
1418990,Ogliuga Island,Island,AK,2,Aleutians West (CA),16,51.6019444,-178.6491667
2582430,Kuuguusix,Bay,AK,2,Aleutians West (CA),16,51.6030556,-178.5733333
2582434,Hiichaakam Yaaga,Cape,AK,2,Aleutians West (CA),16,51.6063889,-178.6825
1419390,Turret Point,Cape,AK,2,Aleutians West (CA),16,51.6080556,-176.8052778
1893878,Chapel Cove,Bay,AK,2,Aleutians West (CA),16,51.6180556,178.8541667
1419331,Tanaga Pass,Channel,AK,2,Aleutians West (CA),16,51.6194444,-178.3166667
1418831,Lake Point,Cape,AK,2,Aleutians West (CA),16,51.6247222,-176.9852778
1418329,Cape Kagigikak,Cape,AK,2,Aleutians West (CA),16,51.6258333,-176.7275
1416110,C. P. Bluff,Cliff,AK,2,Aleutians West (CA),16,51.6269444,178.6316667
1419457,Wash Reef,Bar,AK,2,Aleutians West (CA),16,51.6286111,-177.9091667
1419197,Scarab Rock,Island,AK,2,Aleutians West (CA),16,51.6288889,-178.0288889
1418572,False Bay,Bay,AK,2,Aleutians West (CA),16,51.6291667,-176.7602778
1416244,Midden Cove,Bay,AK,2,Aleutians West (CA),16,51.63,178.7811111
1419267,South Bay,Bay,AK,2,Aleutians West (CA),16,51.6325,-177.9769444
1419361,Tidgituk Island,Island,AK,2,Aleutians West (CA),16,51.6333333,-178.0080556
1419654,Midden Point,Cape,AK,2,Aleutians West (CA),16,51.6338889,178.7680556
1419461,Wedge Cape,Cape,AK,2,Aleutians West (CA),16,51.6347222,-176.8261111
1893755,Burr House Cove,Bay,AK,2,Aleutians West (CA),16,51.6355556,178.7375
1416073,Aleut Point,Cape,AK,2,Aleutians West (CA),16,51.6408333,178.6186111
1418412,Chapel Cove,Bay,AK,2,Aleutians West (CA),16,51.6416667,-176.8202778
2582257,Qawam-tanangis,Area,AK,2,Aleutians West (CA),16,51.6458333,-176.975
1419780,McCulloch Rock,Island,AK,2,Aleutians West (CA),16,51.6472222,-176.8138889
1419742,Pulpit Rocks,Island,AK,2,Aleutians West (CA),16,51.6494444,-176.8
1419785,Chapel Roads,Harbor,AK,2,Aleutians West (CA),16,51.65,-176.8236111
1877221,Square Bluff,Cliff,AK,2,Aleutians West (CA),16,51.65,178.7
1419741,South Rocks,Island,AK,2,Aleutians West (CA),16,51.6502778,-176.8041667
1419743,Red Rock,Island,AK,2,Aleutians West (CA),16,51.6527778,-176.8180556
1418905,Middle Point,Cape,AK,2,Aleutians West (CA),16,51.6530556,-176.8180556
1418690,Hook Point,Cape,AK,2,Aleutians West (CA),16,51.6555556,-176.9811111
1418390,Castle Island,Island,AK,2,Aleutians West (CA),16,51.6558333,-177.6827778
1418663,Harem Rock,Island,AK,2,Aleutians West (CA),16,51.6558333,-178.0986111
1418321,Cape Chunu,Cape,AK,2,Aleutians West (CA),16,51.6566667,-177.6497222
1416095,Bird Cape,Cape,AK,2,Aleutians West (CA),16,51.6569444,178.6516667
1416096,Bird Rock,Island,AK,2,Aleutians West (CA),16,51.6591667,178.6311111
1419469,West Chunu Point,Cape,AK,2,Aleutians West (CA),16,51.6602778,-177.6716667
2582255,Qaluugix Hiliixsax,Bay,AK,2,Aleutians West (CA),16,51.6611111,-176.8208333
1418219,Beyer Bay,Bay,AK,2,Aleutians West (CA),16,51.6616667,-176.7038889
1419496,Yakak Peninsula,Cape,AK,2,Aleutians West (CA),16,51.6627778,-176.9158333
2582263,Amidgis,Bar,AK,2,Aleutians West (CA),16,51.6627778,-178.0680556
1419482,Whip Island,Island,AK,2,Aleutians West (CA),16,51.6630556,-178.0563889
1418194,Bay of Waterfalls,Bay,AK,2,Aleutians West (CA),16,51.6686111,-176.8513889
1418724,Inferno Reef,Bar,AK,2,Aleutians West (CA),16,51.6686111,-178.125
1418907,Middle Rock,Island,AK,2,Aleutians West (CA),16,51.6686111,-176.865
1418835,Lash Bay,Bay,AK,2,Aleutians West (CA),16,51.6691667,-178.0458333
1418464,Crone Island,Island,AK,2,Aleutians West (CA),16,51.6713889,-176.6330556
1896443,Point SA,Cape,AK,2,Aleutians West (CA),16,51.6783333,-177.6361111
1418427,Christmas Tree Point,Cape,AK,2,Aleutians West (CA),16,51.6819444,-177.9044444
1419219,Sentry Rock,Island,AK,2,Aleutians West (CA),16,51.6822222,-177.5030556
1419393,Twin Bays,Bay,AK,2,Aleutians West (CA),16,51.6825,-177.8944444
1893502,Barnard Point,Cape,AK,2,Aleutians West (CA),16,51.6833333,-176.6
1418374,Cape Tusik,Cape,AK,2,Aleutians West (CA),16,51.6836111,-177.2697222
1418535,Eddy Rock,Bar,AK,2,Aleutians West (CA),16,51.6883333,-177.7361111
1418313,Cape Amagalik,Cape,AK,2,Aleutians West (CA),16,51.6891667,-178.1027778
1418432,Chunu Bay,Bay,AK,2,Aleutians West (CA),16,51.6902778,-177.6163889
1895504,Low Point,Cape,AK,2,Aleutians West (CA),16,51.6902778,-176.8458333
1418583,Figure Eight Lake,Lake,AK,2,Aleutians West (CA),16,51.6911111,-178.0644444
1418392,Cataract Bight,Bay,AK,2,Aleutians West (CA),16,51.6922222,-176.8247222
2581983,Anamxix,Island,AK,2,Aleutians West (CA),16,51.6927778,-177.3238889
1418479,Deceit Point,Cape,AK,2,Aleutians West (CA),16,51.6930556,-177.3247222
2581982,Saaquzang Udaa,Bay,AK,2,Aleutians West (CA),16,51.6933333,-177.3025
1895480,Long Point 'SD',Cape,AK,2,Aleutians West (CA),16,51.695,-177.57
1419462,Wedge Point,Cape,AK,2,Aleutians West (CA),16,51.6972222,-176.9288889
1419734,Wreck Reef,Bar,AK,2,Aleutians West (CA),16,51.6972222,-177.1972222
1419313,Swallow Point,Cape,AK,2,Aleutians West (CA),16,51.6991667,-177.2055556
1418680,Hidden Bay,Bay,AK,2,Aleutians West (CA),16,51.6997222,-176.6538889
1868011,Low Point,Cape,AK,2,Aleutians West (CA),16,51.7,-176.8333333
1894297,Explorer Passage,Gut,AK,2,Aleutians West (CA),16,51.7,-177.8
1896528,Bay SC,Bay,AK,2,Aleutians West (CA),16,51.7,-177.5833333
2582264,Akulga (historical),Populated Place,AK,2,Aleutians West (CA),16,51.7,-178.0366667
2581984,Ukiigdaga,Bay,AK,2,Aleutians West (CA),16,51.7005556,-177.3205556
1416280,Oglala Pass,Channel,AK,2,Aleutians West (CA),16,51.7011111,178.4794444
1418296,Camel Cove,Bay,AK,2,Aleutians West (CA),16,51.7025,-176.6061111
1419783,Kayak Cove,Bay,AK,2,Aleutians West (CA),16,51.7027778,-177.1916667
1418631,Goose Rocks,Bar,AK,2,Aleutians West (CA),16,51.7030556,-177.7302778
1895736,Monroe Bay,Bay,AK,2,Aleutians West (CA),16,51.7038218,-177.6952822
1419148,Round Point,Cape,AK,2,Aleutians West (CA),16,51.7041667,-177.5347222
1418924,Monroe Bay,Bay,AK,2,Aleutians West (CA),16,51.7047222,-177.6975
2581991,Udgaax,Beach,AK,2,Aleutians West (CA),16,51.705,-177.6144444
2582262,Qatxagis,Bay,AK,2,Aleutians West (CA),16,51.7052778,-177.8327778
1418320,Cape Chlanak,Cape,AK,2,Aleutians West (CA),16,51.7055556,-177.1472222
1895738,Montana Bill,Stream,AK,2,Aleutians West (CA),16,51.7055556,-177.6916667
1418823,Kulak Point,Cape,AK,2,Aleutians West (CA),16,51.7063889,-178.1069444
2581992,Kanagan Angtaa,Area,AK,2,Aleutians West (CA),16,51.7063889,-177.6497222
1419733,Totem Rock,Island,AK,2,Aleutians West (CA),16,51.7069444,-177.2
1418723,Indian Point,Cape,AK,2,Aleutians West (CA),16,51.7077778,-177.1883333
1419732,Range Point,Cape,AK,2,Aleutians West (CA),16,51.7083333,-177.2027778
1894984,Kagak Cove,Bay,AK,2,Aleutians West (CA),16,51.7083333,-177.1888889
1418552,Elf Island,Island,AK,2,Aleutians West (CA),16,51.7088889,-176.5377778
1419475,Western Point,Cape,AK,2,Aleutians West (CA),16,51.7091667,-177.7011111
1418670,Hazard Point,Cape,AK,2,Aleutians West (CA),16,51.7094444,-177.8272222
1419286,Split Top,Summit,AK,2,Aleutians West (CA),16,51.7105556,-176.7533333
2581985,Ukinadaga,Bay,AK,2,Aleutians West (CA),16,51.7113889,-177.3269444
1418901,Memorial Point,Cape,AK,2,Aleutians West (CA),16,51.7133333,-177.1994444
1418152,Annoy Rock,Bar,AK,2,Aleutians West (CA),16,51.7138889,-177.7833333
2581981,Ulugukizax,Bay,AK,2,Aleutians West (CA),16,51.7138889,-177.1458333
1418573,False Bay,Bay,AK,2,Aleutians West (CA),16,51.7166667,-177.1486111
1418764,Kanaga Bay,Bay,AK,2,Aleutians West (CA),16,51.7180556,-177.2058333
1404395,Kanaga Pass,Channel,AK,2,Aleutians West (CA),16,51.7183333,-177.7491667
2581994,Gusax,Bay,AK,2,Aleutians West (CA),16,51.7194444,-177.6738889
1418150,Angora Point,Cape,AK,2,Aleutians West (CA),16,51.7244444,-177.2094444
1419731,The Signals,Island,AK,2,Aleutians West (CA),16,51.725,-177.6375
1419228,Sharp Cape,Cape,AK,2,Aleutians West (CA),16,51.7263889,-176.3491667
2581989,Angyam-sitacha,Bay,AK,2,Aleutians West (CA),16,51.7263889,-177.5916667
1418566,Eureka Bight,Bay,AK,2,Aleutians West (CA),16,51.7272222,-177.8277778
1416030,Coolie Hat,Flat,AK,2,Aleutians West (CA),16,51.7277778,-177.2722222
1419276,Southeast Bight,Bay,AK,2,Aleutians West (CA),16,51.7277778,-177.9722222
1418267,Boot Point,Cape,AK,2,Aleutians West (CA),16,51.7283333,-176.4677778
1418666,Hatchet Lake,Lake,AK,2,Aleutians West (CA),16,51.7291667,-176.7744444
1419730,Hive Rock,Island,AK,2,Aleutians West (CA),16,51.7291667,-177.5638889
2581986,Qaganaqnax,Bay,AK,2,Aleutians West (CA),16,51.7308333,-177.3669444
2582256,Chidaglix Hanii,Lake,AK,2,Aleutians West (CA),16,51.7333333,-176.775
1419266,South Arm Three Arm Bay,Bay,AK,2,Aleutians West (CA),16,51.735,-176.8458333
2582261,Taamuyas Tugimaga,Beach,AK,2,Aleutians West (CA),16,51.735,-177.8397222
1418983,Northwest Point,Cape,AK,2,Aleutians West (CA),16,51.7352778,-177.6411111
2581841,Anglamax,Island,AK,2,Aleutians West (CA),16,51.7355556,-176.5152778
1418755,Kaga Point,Cape,AK,2,Aleutians West (CA),16,51.7358333,-176.3944444
2581988,Sigdulam-sitacha,Bay,AK,2,Aleutians West (CA),16,51.7386111,-177.4983333
1418765,Kanaga Island,Island,AK,2,Aleutians West (CA),16,51.7391667,-177.4438889
1410623,Tanaga Bay,Bay,AK,2,Aleutians West (CA),16,51.7394444,-178.0411111
2581839,Chuqax,Bay,AK,2,Aleutians West (CA),16,51.7402778,-176.4452778
1419039,Pincer Point,Cape,AK,2,Aleutians West (CA),16,51.7405556,-177.5086111
1419100,Ragged Point,Cape,AK,2,Aleutians West (CA),16,51.7411111,-176.2930556
1418266,Boot Bay,Bay,AK,2,Aleutians West (CA),16,51.7413889,-176.5025
1419285,Split Point,Cape,AK,2,Aleutians West (CA),16,51.7416667,-176.8427778
1893993,Coolie Hat,Summit,AK,2,Aleutians West (CA),16,51.7416667,-177.6152778
2581833,Amagilaanum-kiiguucha,Summit,AK,2,Aleutians West (CA),16,51.7416667,-176.3452778
2581840,Agux,Island,AK,2,Aleutians West (CA),16,51.7425,-176.4891667
1419350,The Three Sisters,Island,AK,2,Aleutians West (CA),16,51.7436111,-176.8866667
2581838,Aduutuqix,Bay,AK,2,Aleutians West (CA),16,51.7477778,-176.4297222
2581995,Laazaram-baanaa,Bay,AK,2,Aleutians West (CA),16,51.7491667,-177.4666667
1419773,Middle Ledge,Bar,AK,2,Aleutians West (CA),16,51.75,-177.9680556
2581837,Ixusis,Cape,AK,2,Aleutians West (CA),16,51.7502778,-176.4555556
1419784,Middle Arm Three Arm Bay,Bay,AK,2,Aleutians West (CA),16,51.7508333,-176.8472222
1419356,Three Arm Bay,Bay,AK,2,Aleutians West (CA),16,51.7513889,-176.8688889
1419097,Quail Bay,Bay,AK,2,Aleutians West (CA),16,51.7533333,-176.3122222
1418406,Central Point,Cape,AK,2,Aleutians West (CA),16,51.7547222,-176.8577778
1418294,Cabin Point,Cape,AK,2,Aleutians West (CA),16,51.7552778,-177.4661111
2581834,Haanugix,Bay,AK,2,Aleutians West (CA),16,51.7561111,-176.4075
1418546,Eider Reef,Bar,AK,2,Aleutians West (CA),16,51.7597222,-177.7713889
2582260,Qaluucha,Bay,AK,2,Aleutians West (CA),16,51.7608333,-177.8052778
1418462,Crater Cove,Bay,AK,2,Aleutians West (CA),16,51.7627778,-176.2816667
1895691,Middle Ledge,Island,AK,2,Aleutians West (CA),16,51.7638889,-177.95
2581980,Ulugux,Bay,AK,2,Aleutians West (CA),16,51.7641667,-177.1166667
1418965,North Arm Three Arm Bay,Bay,AK,2,Aleutians West (CA),16,51.7647222,-176.8452778
1419446,Mount Vincennes,Summit,AK,2,Aleutians West (CA),16,51.7647222,-176.7711111
1398184,Amchitka Pass,Channel,AK,2,Aleutians West (CA),16,51.7666667,179.9833333
1419384,Trunk Point,Cape,AK,2,Aleutians West (CA),16,51.7666667,-177.7886111
1894120,The Ditch,Gut,AK,2,Aleutians West (CA),16,51.7666667,-177.775
1418275,Bridge Point,Cape,AK,2,Aleutians West (CA),16,51.7686111,-177.3916667
1416088,Ayugadak Point,Cape,AK,2,Aleutians West (CA),16,51.7691667,178.3697222
1418110,Adak Bight,Bay,AK,2,Aleutians West (CA),16,51.7708333,-176.4311111
1418940,Naga Point,Cape,AK,2,Aleutians West (CA),16,51.7708333,-177.1138889
2582259,Igadagix (historical),Populated Place,AK,2,Aleutians West (CA),16,51.7716667,-177.8033333
1416031,The Ditch,Canal,AK,2,Aleutians West (CA),16,51.7722222,-177.2569444
1397910,Adak Strait,Channel,AK,2,Aleutians West (CA),16,51.7730556,-177.0263889
1418319,Cape Chisak,Cape,AK,2,Aleutians West (CA),16,51.7733333,-176.1547222
1418409,Chaika Rock,Island,AK,2,Aleutians West (CA),16,51.7766667,-176.2558333
1419131,Rip Rock,Island,AK,2,Aleutians West (CA),16,51.7805556,-176.1686111
1419704,Vincennes Point,Cape,AK,2,Aleutians West (CA),16,51.7813889,-176.7472222
1418757,Kagalaska Strait,Channel,AK,2,Aleutians West (CA),16,51.7825,-176.4166667
2576324,Tanagam Amaga,Cape,AK,2,Aleutians West (CA),16,51.7825,-176.1633
1419687,Eaglet Rocks,Island,AK,2,Aleutians West (CA),16,51.7830556,-176.8069444
1419703,Kelp Point,Cape,AK,2,Aleutians West (CA),16,51.7830556,-176.8119444
1854225,Beverley Point,Cape,AK,2,Aleutians West (CA),16,51.7833333,-176.7333333
1877278,Unalga Bight,Bay,AK,2,Aleutians West (CA),16,51.7833333,-176.8
1897203,Village Reef,Bar,AK,2,Aleutians West (CA),16,51.7833333,-177.7958333
1418298,Campers Cove,Bay,AK,2,Aleutians West (CA),16,51.7836111,-176.44
1397909,Adak Island,Island,AK,2,Aleutians West (CA),16,51.7844444,-176.6402778
1418295,Cable Bay,Bay,AK,2,Aleutians West (CA),16,51.7847222,-178.0177778
1418308,Cape Agamsik,Cape,AK,2,Aleutians West (CA),16,51.7847222,-178.0375
1897293,White Falls,Falls,AK,2,Aleutians West (CA),16,51.7847222,-175.7680556
2581978,Tungluqas,Island,AK,2,Aleutians West (CA),16,51.7855556,-177.1191667
1418692,Hot Springs Bay,Bay,AK,2,Aleutians West (CA),16,51.7861111,-177.7936111
1419716,White Falls,Falls,AK,2,Aleutians West (CA),16,51.7861111,-176.7986111
1419234,Ship Rock,Bar,AK,2,Aleutians West (CA),16,51.7869444,-177.3780556
1418619,Gannet Cove,Bay,AK,2,Aleutians West (CA),16,51.7872222,-176.7125
1416308,Rat Islands,Island,AK,2,Aleutians West (CA),16,51.7880556,178.3027778
1419702,Large Rock,Island,AK,2,Aleutians West (CA),16,51.7888889,-176.7972222
1418162,Argonne Point,Cape,AK,2,Aleutians West (CA),16,51.7894444,-176.9147222
1418299,Campers Point,Cape,AK,2,Aleutians West (CA),16,51.7897222,-176.4258333
1418623,Mount Gareloi,Summit,AK,2,Aleutians West (CA),16,51.7897222,-178.7916667
1418567,Expedition Harbor,Bay,AK,2,Aleutians West (CA),16,51.7916667,-176.7636111
2581832,Hiixsax,Bay,AK,2,Aleutians West (CA),16,51.7919444,-176.2791667
1416348,Southeastern Cove,Bay,AK,2,Aleutians West (CA),16,51.7922222,178.3430556
1419377,Trappers Cove,Bay,AK,2,Aleutians West (CA),16,51.7925,-176.8213889
1410624,Tanaga Island,Island,AK,2,Aleutians West (CA),16,51.7927778,-177.9286111
1418618,Galas Point,Cape,AK,2,Aleutians West (CA),16,51.7933333,-176.4125
1418116,Agony Point,Cape,AK,2,Aleutians West (CA),16,51.7941667,-176.09
1418622,Gareloi Island,Island,AK,2,Aleutians West (CA),16,51.7944444,-178.8080556
1418218,Beverley Cove,Bay,AK,2,Aleutians West (CA),16,51.795,-176.725
1418425,Chisak Island,Island,AK,2,Aleutians West (CA),16,51.7961111,-176.1366667
1419293,Staten Island,Island,AK,2,Aleutians West (CA),16,51.7963889,-176.7836111
1418593,Fisherman Cove,Bay,AK,2,Aleutians West (CA),16,51.7966667,-176.8366667
2581977,Kunalisxux,Cliff,AK,2,Aleutians West (CA),16,51.7972222,-177.1313889
1416306,Hawadax Island,Island,AK,2,Aleutians West (CA),16,51.7983333,178.3083333
1419047,Piper Cove,Bay,AK,2,Aleutians West (CA),16,51.7983333,-176.1788889
1418455,Lake Constant,Lake,AK,2,Aleutians West (CA),16,51.7988889,-176.7138889
1418720,Ina Island,Island,AK,2,Aleutians West (CA),16,51.7988889,-176.7558333
2576330,Tanagam Uyuqii,Isthmus,AK,2,Aleutians West (CA),16,51.7999,-176.1671
1419709,Range Point,Cape,AK,2,Aleutians West (CA),16,51.8,-176.7994444
1896878,Tahoma Reef,Bar,AK,2,Aleutians West (CA),16,51.8,175.7833333
1418863,Little Tanaga Strait,Channel,AK,2,Aleutians West (CA),16,51.8011111,-176.2452778
1419710,Fox Point,Cape,AK,2,Aleutians West (CA),16,51.8013889,-176.7958333
1419711,Lake Ringgold,Lake,AK,2,Aleutians West (CA),16,51.8013889,-176.8138889
1418756,Kagalaska Island,Island,AK,2,Aleutians West (CA),16,51.8016667,-176.3577778
2576364,Qagaagix Chalux,Bay,AK,2,Aleutians West (CA),16,51.8019444,-176.0916667
1404396,Kanaga Sound,Bay,AK,2,Aleutians West (CA),16,51.8027778,-177.4475
1419129,Ringgold Island,Island,AK,2,Aleutians West (CA),16,51.8027778,-176.8244444
